otu	cat_var	comparison	we.ep	we.eBH	wi.ep	wi.eBH	rab.all	rab.win.hts	rab.win.msm	diff.btw	diff.win	effect	effect.low	effect.high	overlap	rab.win.pwid
Clostridium_lavalense	risk_group	hts-msm	0.699997847401367	0.7907183573524225	0.6129561017378492	0.7534858106664335	-2.258661033376658	-2.2850464344067536	-2.2391570103709064	-0.09210232955094444	9.78412326797612	-0.01031921443671013	-5.360170629154544	4.5679574881744855	0.49420000001933606	NA
Clostridium_saccharolyticum	risk_group	hts-msm	0.024737462228184296	0.06152731743546881	0.15134158444718	0.2857377137747904	-2.2323548731034215	-1.9033508658058338	-2.438145649179729	-0.8441843748375994	9.579544982875072	-0.08616541702331243	-6.232003370716943	3.5435181275187353	0.44240000019458275	NA
Clostridium_scindens	risk_group	hts-msm	0.12774293088470845	0.21874299642425815	0.4106212096924936	0.5556919976418048	-2.699735084554254	-2.5831068424000243	-2.7705973415156375	-0.26663880367447135	6.642018508679001	-0.03232218836899316	-5.919380297607805	3.8776742637689283	0.4787042592192567	NA
Clostridium_symbiosum	risk_group	hts-msm	0.09989881689425535	0.18937302834121555	0.28076473140373875	0.44379918349524966	-2.2820657432531277	-2.051521535915347	-2.4343159032329176	-0.6573724503514491	9.748731373051484	-0.06437846867544969	-6.083830003088581	4.376679727973975	0.4560000001478112	NA
Lachnoclostridium_sp_An118	risk_group	hts-msm	0.04915486118726847	0.09938229563903515	0.3791660955464823	0.5262593559833635	-2.816681324089119	-2.7353789134272013	-2.864710576977984	-0.3943436779615386	5.513603239069678	-0.059645087409557304	-6.012554052304315	3.1970295850049237	0.4631073786478941	NA
Lachnoclostridium_sp_An131	risk_group	hts-msm	0.03604086454180449	0.07630500020792697	0.23118581448340897	0.372467496029603	-2.75888583915275	-2.5478537820835765	-2.8841099030780413	-0.7015770081869661	5.776477795844386	-0.10188692819191791	-5.916441384495108	3.1000604024562546	0.44380000018973054	NA
Lachnoclostridium_sp_An138	risk_group	hts-msm	0.008777407649115384	0.02385980654368822	0.15516298123661648	0.2843409866671872	-2.6652910243771544	-2.4044316536100947	-2.83650366654331	-0.8548501933749932	6.387112203165437	-0.11063857738445923	-6.319195639994563	3.0203000660140673	0.4336000002253067	NA
Eubacterium_rectale	risk_group	hts-msm	0.0010418383202442612	0.0047635277666128245	9.585289843304935e-4	0.005913645298996413	15.580435946986459	14.448901133676042	16.834393717559838	2.1165374137405717	14.8632400801418	0.159378909580931	-4.731607489604988	8.489260678538182	0.3746000004460571	NA
Lachnospira_pectinoschiza	risk_group	hts-msm	0.1094930407356594	0.21410572418128482	0.1023290979234506	0.23936544041116783	0.347539548367358	-0.5959370383739824	1.5679474253704129	1.1780698611266835	16.00842548172116	0.0811673332583172	-4.453503072710489	6.3972253662412815	0.43331333755875706	NA
Roseburia_faecis	risk_group	hts-msm	0.7655182800187882	0.8423310258765598	0.399688761517386	0.6185766974057428	14.47168934925584	14.865785287070814	14.353123301132891	-0.4246139279552885	15.557110191482511	-0.029844510223473335	-6.4938698246478035	5.932436863344837	0.47320000008959084	NA
Roseburia_hominis	risk_group	hts-msm	0.007151695761768061	0.023503470118433387	0.05086024954195336	0.15101442331054418	11.328374767778286	8.899914453844907	11.79390574504042	1.248390006409113	14.048603383875104	0.09878149173550024	-4.084732552669631	6.793565646148466	0.43151369749310736	NA
Roseburia_intestinalis	risk_group	hts-msm	0.5420377240985421	0.6718438310712138	0.60564992703006	0.7711210913037028	12.023917698254145	10.989662472711988	12.332712534487692	0.3965295848402235	14.913118842183103	0.029627206335873582	-5.459187701126387	6.122643935993514	0.47620000007951313	NA
Roseburia_inulinivorans	risk_group	hts-msm	3.5922486600459204e-4	0.001962252574627437	1.2480886871052158e-4	0.0010314465048742543	12.907475220769562	10.651472489556497	13.674969137079454	2.4427026003386434	14.45563326471819	0.20402273634231508	-3.5808937136669448	7.053722301318372	0.35620000052255607	NA
Roseburia_sp_CAG_182	risk_group	hts-msm	0.4319971414832454	0.5470106694011169	0.4173386195620664	0.5656457160978215	-2.892147265133554	-3.1179885933514804	-2.7364411429588973	0.4303613908888515	5.086156207918897	0.06219020848702117	-4.400269766745644	5.107748313679644	0.46350729866253704	NA
Roseburia_sp_CAG_309	risk_group	hts-msm	0.49604346412852385	0.6080650853358626	0.48717010499404695	0.6326872253844752	-2.64982061503148	-2.8000510536145917	-2.524062077932177	0.27999646444935244	6.151340834723527	0.03998233833536757	-4.313671980051318	4.6696597121347105	0.4736000000882462	NA
Roseburia_sp_CAG_471	risk_group	hts-msm	8.349443734537493e-12	4.2194156362470153e-10	1.493391025222161e-11	1.473920997727114e-9	6.103754726957274	0.4238789013867983	10.127619338841944	6.928440353938292	10.616975701109052	0.6271503916421235	-2.1141371081299054	6.195737368800291	0.24580000114268324	NA
Sellimonas_intestinalis	risk_group	hts-msm	1.9701352702398487e-4	0.001098667926266347	0.022748425217451615	0.06322286862818212	-2.4026101947534038	-1.832311575338995	-2.7291518504613137	-1.4937461952855653	10.311006082765873	-0.14672633563842716	-7.7641017516562325	3.3787922165848543	0.402400000338221	NA
Tyzzerella_nexilis	risk_group	hts-msm	0.5375278409685431	0.6429088293242324	0.5832044187532524	0.7257982755876349	-2.8434085154251036	-2.8504416444791474	-2.8360549846762133	-0.022886436530106025	5.328643506518674	-0.003229058752697264	-4.547692257637469	4.138895842545901	0.4974000000086665	NA
Oscillibacter_sp_57_20	risk_group	hts-msm	2.2484088852603996e-4	0.0013210718261437529	1.2500421869217481e-4	0.001024616767748266	11.714560329757306	9.585290947872359	12.379015752671332	1.8317711219306094	13.579454377602216	0.17027911637546467	-4.899171774215221	9.665283497987154	0.35360000053376023	NA
Oscillibacter_sp_CAG_241	risk_group	hts-msm	0.02351679659620512	0.06283519569540033	0.10516218748814622	0.2524597772035141	9.568731369032303	1.1332565450571739	10.369192433195783	1.3686838713571499	14.603156831776566	0.10382850854831654	-4.0825217316926175	6.058192928921356	0.4375124977120113	NA
Clostridioides_difficile	risk_group	hts-msm	0.39117519038153703	0.5027117567372268	0.5243109822087568	0.6718302289095203	-2.92390712636349	-3.0115086356307366	-2.864915691529456	0.0071831238681134835	5.096539722407403	0.001103010703648331	-5.982952331150214	4.326429936672743	0.49940000000200024	NA
Intestinibacter_bartlettii	risk_group	hts-msm	0.3244982532733988	0.4728552234971508	0.39833574483321227	0.5939202255120106	0.1027433130252593	1.5668609107931086	-0.4170347725360859	-0.5119578611834674	13.859566339205001	-0.04020031133732954	-5.475861946839254	4.411687483673344	0.47000000010036125	NA
Peptostreptococcus_anaerobius	risk_group	hts-msm	0.5376202773599275	0.6497370209721783	0.48295359256485715	0.6362438108501107	-2.718788480169959	-2.8461868883127295	-2.6261957573340027	0.2661407400241007	5.6452083181467785	0.038322986955949996	-4.224362944732349	5.250359188976848	0.47470505907270105	NA
Peptostreptococcus_stomatis	risk_group	hts-msm	0.4662944263307188	0.5730072005045265	0.4957072708687495	0.6589672209940316	-2.9174816065013403	-2.941333453074531	-2.8957270730231297	-0.12027838298025095	4.947762755595063	-0.02077312798198344	-4.500820601620927	3.6787003502783797	0.48830233957109137	NA
Romboutsia_ilealis	risk_group	hts-msm	0.6914585680688116	0.7825681521650273	0.6236373172541377	0.7647634692549375	-1.662621094810783	-1.6643546706522852	-1.6616734233096189	0.0011560626469639956	9.276209248267364	1.2429139352329978e-4	-3.915514878860996	4.067845717909177	0.49980000000066716	NA
Agathobaculum_butyriciproducens	risk_group	hts-msm	0.0020654847941899827	0.008451808368505452	0.05626964315227428	0.16551982649752534	13.48356092979393	13.296228469433139	13.69843526542062	0.6443332536452688	6.191612150774633	0.07182136163926751	-5.343887508235441	11.233991815241492	0.4275144973472866	NA
Anaeromassilibacillus_sp_An250	risk_group	hts-msm	0.0012856895907279228	0.005168924395465022	0.012224797434714968	0.041382441575254274	-1.6614795624079495	-0.7237256804160168	-2.125765037109936	-1.945100889339475	11.30976793777192	-0.18124605411875477	-5.787798201469271	3.6379739381719243	0.39492101616314174	NA
Anaerotruncus_colihominis	risk_group	hts-msm	0.0043780398627987155	0.014350769714109712	0.014708016574580944	0.049898046205309306	-1.3596164545867548	-0.3351121186555748	-1.8173504028145864	-1.8948140214632083	11.443960956008322	-0.18386872998086481	-5.8054889549370206	3.2872755973935175	0.40120000034271514	NA
Anaerotruncus_sp_CAG_528	risk_group	hts-msm	0.1320673242553667	0.20736658466740668	0.27573531049018307	0.41294220029013357	-2.9246815122472842	-3.177240394420922	-2.711665511613665	0.5392405083991587	4.783736790282365	0.08900187610570365	-3.4253403961100397	5.412872895589502	0.4510000001649172	NA
Faecalibacterium_prausnitzii	risk_group	hts-msm	0.04756841346809841	0.11374356784336145	0.06665209409537491	0.1869707305851145	17.817287020164812	17.508698559215695	17.95986934905021	0.37884303754637827	4.488918949701356	0.04002438787748175	-9.129064990442505	14.537627285337486	0.4373125377047119	NA
Flavonifractor_plautii	risk_group	hts-msm	2.5104725463129176e-7	3.895227874382789e-6	2.4270382113919055e-5	2.6911875085480123e-4	12.39660790739753	13.405290853717142	11.49447516664389	-2.4778743443968727	9.806722045442818	-0.2558573114566399	-7.552074938765499	3.005528643486535	0.3449310143689181	NA
Flavonifractor_sp_An10	risk_group	hts-msm	0.20615816964879394	0.30774404832327645	0.48442776087797756	0.6205901696911924	-2.853093909814511	-2.779122837360257	-2.9009470619336675	-0.2358057171160315	5.204445477342498	-0.0382256190587194	-5.163271431820891	3.54918102961673	0.4777044591826154	NA
Gemmiger_formicilis	risk_group	hts-msm	0.007464840762430809	0.024495126322427115	0.11844531323393165	0.2831672624860722	12.822203311647677	12.43372349502833	12.9574809477162	0.5034465409725364	6.561577599974525	0.054851928458665614	-5.452201609433646	10.210242757391907	0.442711457901883	NA
Harryflintia_acetispora	risk_group	hts-msm	0.5960337842574747	0.7008722334168936	0.5553262608830171	0.7012464039474448	-2.6870267107581363	-2.8185624848645343	-2.5918164571273294	0.13421429116764827	6.204028370839454	0.019746645490313776	-4.419215787759256	4.351255905859691	0.4888000000373524	NA
Pseudoflavonifractor_capillosus	risk_group	hts-msm	0.36484878357180955	0.4815257106849149	0.5751312391658487	0.7185381734517898	-2.880248467427368	-2.9055067761803333	-2.8575415790922776	-0.020178084562788356	5.164753617313849	-0.0035696904692950823	-5.808553056911261	3.9319928480185387	0.49760000000799987	NA
Pseudoflavonifractor_sp_An184	risk_group	hts-msm	0.030987905465006477	0.07221944772009335	0.24337648543533433	0.39128100693810586	-2.5749913888848077	-2.365869505029597	-2.7009346957302824	-0.6785506627535778	7.253302524747333	-0.07716626774015406	-6.321459023899015	3.5998173962340703	0.4473105380699546	NA
Clostridium_leptum	risk_group	hts-msm	0.20040508505586835	0.33140211408954023	0.17802146762022655	0.34952603155603945	0.1665210020655561	0.885558459390646	-0.14314027744295998	-1.058207895040935	11.755546120425347	-0.09537312479568578	-4.417875857704629	3.7743293153079733	0.4452000001848874	NA
Clostridium_methylpentosum	risk_group	hts-msm	0.3550926443269563	0.4696462397591318	0.531904681134386	0.6944557092179081	-2.894473962360351	-2.9146164084329964	-2.8734898335800825	-0.09431757912246574	4.967842867451413	-0.015761222012899225	-5.105470801441828	3.6669365522298483	0.49230153971771906	NA
Eubacterium_siraeum	risk_group	hts-msm	0.6129688973731846	0.7279797423501817	0.7239908150223339	0.843367659852463	8.695154560378548	8.491507454310277	8.781030329539131	0.23562858742563364	14.730422330678046	0.01678069955600925	-3.9788881153882527	4.950673694424189	0.4877024595490986	NA
Ruminococcaceae_bacterium_D16	risk_group	hts-msm	0.0606310288289653	0.11142771487538702	0.30052719402486944	0.4458531528113116	-2.7988678119695933	-2.6604846988674797	-2.9053441112460696	-0.5310140904580933	5.366287154262521	-0.078368874563183	-5.983143265601753	3.182716760392414	0.4526000001594329	NA
Ruminococcaceae_bacterium_D5	risk_group	hts-msm	0.5475801030586597	0.6558940859634885	0.5248183785107133	0.6766160927312466	-2.7967452422761276	-2.9102128739189315	-2.7127220372070404	0.11926602307816836	5.491383325684417	0.018583943209978162	-4.898317020913933	4.308292865798898	0.4875024995417677	NA
Ruminococcus_bicirculans	risk_group	hts-msm	0.1259213817314377	0.23658012932596148	0.12461186486858752	0.26760663036959115	-0.5116621696692842	0.11373037603653557	-0.8304400716050875	-1.1252632728712726	16.30351604176075	-0.07907660535306651	-6.450347820705454	4.689332281936444	0.4353129376317239	NA
Ruminococcus_bromii	risk_group	hts-msm	0.044576493839676115	0.10703698510863824	0.09993740664403175	0.2438286723193336	10.847953737172283	0.5635760262156637	12.760780169871936	1.1075298004707896	17.897872418331602	0.07243060962650225	-4.641132813504809	6.918505782879232	0.43931213777772127	NA
Ruminococcus_callidus	risk_group	hts-msm	0.024670983079607127	0.06230337224398479	0.06434585597211931	0.1522022094975925	-2.1085499759837454	-2.5819751111601423	-1.6782352131776737	1.2887301238886248	9.56349417082652	0.13203740853315798	-3.4448231918534074	5.745011600568513	0.4163167369395376	NA
Ruminococcus_lactaris	risk_group	hts-msm	0.008376651179741979	0.02525367435023998	0.07610348492306539	0.16743483504856876	-2.1668575213846424	-1.6953250388797017	-2.4565812092611345	-1.2161647333936685	12.320222884002927	-0.10374083484928606	-7.064609320116558	4.0785215533490895	0.42231553715786924	NA
Ruminococcus_obeum_CAG_39	risk_group	hts-msm	0.5500502334645453	0.6552965431729713	0.45607005480719026	0.6080244128029891	-2.8610893846825878	-3.0218446987875414	-2.737693023328701	0.2579762026419772	5.145298754399102	0.04013846342204612	-4.29172208961111	4.613352145873001	0.474905019080029	NA
Ruminococcus_sp_CAG_330	risk_group	hts-msm	0.0013567006743189591	0.004873139374482272	0.022305112002312034	0.05427959271531295	-2.3419526740273344	-2.9297946111244713	-1.8178289942798767	1.5529304893006017	8.678129851869615	0.1691699182396357	-3.6711644225943685	7.000312436780814	0.3907218560112538	NA
Ruminococcus_sp_CAG_403	risk_group	hts-msm	0.07526318215669373	0.13264669148767388	0.2675514638251164	0.40834461725412174	-2.8943653479380735	-3.1586428955317665	-2.709439956586154	0.48365496183342316	5.008500318026048	0.07394784267999471	-3.5127348714030857	5.4287974651845285	0.4516000001628594	NA
Ruminococcus_sp_CAG_488	risk_group	hts-msm	0.44020575866313766	0.5601078967720298	0.4020309227420133	0.5465280890956289	-2.602562925190446	-2.792897084012278	-2.4439340498673428	0.4196984182566421	6.926101112581203	0.045544411300305634	-5.147033052300156	6.255459497553182	0.46500000011724085	NA
Ruminococcus_sp_CAG_563	risk_group	hts-msm	0.41053149373122116	0.5174082705692951	0.4583588178047607	0.603532689427215	-2.874751620680991	-3.027383864925188	-2.764094487575301	0.23538157898614998	5.0292925416754795	0.03763134397550018	-3.888919704514224	5.2463846659307185	0.47690461915330273	NA
Ruthenibacterium_lactatiformans	risk_group	hts-msm	0.0192214542615581	0.05327359900390871	0.00971594033475002	0.040640942872461235	11.491364580390597	11.970218320933956	11.120920997433531	-1.1005070169730633	11.162919732584577	-0.11001575480152972	-8.013112568379762	5.382473472577472	0.40411917649643886	NA
Absiella_dolichum	risk_group	hts-msm	0.6538677899494273	0.7462938105645939	0.5709300666630982	0.7141607114615794	-2.8291756031150666	-2.9040384982276173	-2.761805121818629	0.08099785030288764	5.342985979116625	0.012491092389304145	-4.873167459359867	4.613136135434874	0.4934000000220039	NA
Catenibacterium_mitsuokai	risk_group	hts-msm	3.4186296025265583e-12	2.2349622794566305e-10	1.886545809173871e-10	1.287523103908748e-8	14.876106083798575	-1.4250402874599164	16.454076938116117	13.946085980615207	18.081112665760127	0.7517270260086208	-3.7735636831134327	13.758974859029712	0.2607478514638358	NA
Coprobacillus_cateniformis	risk_group	hts-msm	0.4078096200081327	0.5304164764182376	0.5729926003146514	0.7105122394981528	-2.7015239652247036	-2.7044448001121317	-2.6991995317320274	-0.16096717011635775	6.085630665726509	-0.017704285508420063	-5.400801622734016	4.292947208303641	0.488400000038687	NA
Dielma_fastidiosa	risk_group	hts-msm	0.2932943510826449	0.4097062912466651	0.493400362580283	0.6495522138038629	-2.608280056733518	-2.5854412869141754	-2.6187929827883067	-0.21095724715195097	6.507335822498209	-0.023739306297673967	-5.609641351012007	4.181141205039476	0.4826000000580703	NA
Clostridium_innocuum	risk_group	hts-msm	2.553049145899443e-9	6.424223958301488e-8	6.202372156013e-8	1.5704197312173848e-6	0.32373989034688755	10.22100112717498	-1.4538580275751478	-7.818893120492292	13.426906320122448	-0.5683516946937774	-6.936540191130624	2.639102743847718	0.29480000082253865	NA
Clostridium_spiroforme	risk_group	hts-msm	2.1335682104912728e-4	0.0011478447099992008	0.017482958193886317	0.05314508667148956	-2.3035438191470323	-1.716581658622868	-2.6559796583654	-1.5521057092148638	11.354720536051719	-0.14555083241134364	-8.02873031400956	3.442186653524932	0.4036000003337388	NA
Erysipelatoclostridium_ramosum	risk_group	hts-msm	0.02924994549411447	0.0731650867864338	0.14447132729777154	0.2842008316833596	-1.495027146395758	-1.0930312327128018	-1.7189726057242645	-1.1963123767903916	14.595708999426684	-0.08788646302799405	-6.068977652014724	3.6304445119426867	0.4425114978945781	NA
Faecalicoccus_pleomorphus	risk_group	hts-msm	0.3630999473455666	0.4666387571379676	0.5078042979894898	0.6487108315677271	-2.9079797633878464	-2.9639518892043153	-2.874913266366393	-0.08316320947121447	4.905251015344675	-0.013329447058611502	-5.061955790198008	3.804187266033082	0.49320000002267106	NA
Faecalitalea_cylindroides	risk_group	hts-msm	0.19459121501841264	0.2857897239816376	0.4994737735524072	0.6424172615976801	-2.8720496547849077	-2.844977974410339	-2.8940845393692367	-0.18608444636776333	4.99333547371582	-0.029149626510681384	-5.8486685070362885	3.3361704241324373	0.4831033793804988	NA
Holdemanella_biformis	risk_group	hts-msm	5.344083589806426e-11	2.104541631883745e-9	1.2342995113086156e-8	4.124421047012539e-7	12.95475510784711	-0.7068784695418948	13.859419246393912	6.571432640709261	15.263092925952993	0.6526442472720717	-3.3933045407425686	12.571450882898278	0.2913417324955316	NA
Holdemania_filiformis	risk_group	hts-msm	0.018903971364956904	0.047836629981192307	0.17318844991919563	0.2940589810475734	-2.5608415897813206	-2.2733870879311873	-2.762282280386861	-0.7780218103805474	6.963178735385345	-0.09394862083407463	-5.882621868341925	3.3796314958285585	0.4407118578288395	NA
Massiliomicrobiota_timonensis	risk_group	hts-msm	0.13112973515203669	0.2274054888923202	0.46700007659085246	0.6159297327383082	-2.6282576153600985	-2.5631506166516047	-2.672570399117795	-0.3875263562510227	6.665023074956034	-0.045659604946245116	-5.986917877294534	3.7631944268245072	0.468706258852931	NA
Solobacterium_moorei	risk_group	hts-msm	0.3890787969015609	0.5008326944679443	0.5300214506806098	0.67881194508048	-2.8369713063686604	-2.812123641727375	-2.853378415993184	-0.19519399543064964	5.265473267972867	-0.030018482647214628	-4.55052529056451	3.8057227663837834	0.4817036593291919	NA
Turicibacter_sanguinis	risk_group	hts-msm	0.14972044968579157	0.2523531495497857	0.34654521183047876	0.5043349283574293	-2.203228881794395	-2.0133639848066185	-2.3229575179083124	-0.4556730447262307	9.14193771333812	-0.05050303260981569	-5.399704325352952	4.075199233723399	0.4663067387650477	NA
Firmicutes_bacterium_CAG_110	risk_group	hts-msm	5.933558958101894e-6	5.6071442797015206e-5	5.750882118394857e-5	4.598861172262898e-4	-0.6766891286449113	-2.008452038786766	4.779706544203808	3.6412491451351396	12.361122288940429	0.35753663705574834	-2.922640959386383	6.53315351366736	0.3379324141207016	NA
Firmicutes_bacterium_CAG_145	risk_group	hts-msm	0.13484861576311302	0.2321716886769133	0.35662781074372246	0.5101437398332245	-2.4141168501508137	-2.2496383152597765	-2.5254574002500085	-0.48532256939464524	7.5650567238491675	-0.059710939285811025	-5.632475107204907	3.8569655978973136	0.4645070986991454	NA
Firmicutes_bacterium_CAG_170	risk_group	hts-msm	7.71437221749769e-6	7.293795447700202e-5	2.05751537362591e-4	0.0013820343551223051	-1.4543034141946656	-2.4600856785810397	-0.27719704078029395	2.822428523827109	12.867407036540822	0.2651580566833268	-3.263928130211675	7.638337953671355	0.34400000057607766	NA
Firmicutes_bacterium_CAG_238	risk_group	hts-msm	0.05060409784067481	0.10420528203193627	0.15480882335650786	0.2777509076097966	-2.5976450823839716	-2.9503852591807984	-2.3188754491481482	0.7708361648036455	6.558767321547439	0.09941611912739945	-3.9039826747584487	6.049954181226787	0.43820000020919603	NA
Firmicutes_bacterium_CAG_424	risk_group	hts-msm	0.42868212283634627	0.5465435757233236	0.552241403937858	0.6939101619240832	-2.873588548594906	-2.9638121355205573	-2.8121082890712827	-0.03497025145426669	5.251045071105684	-0.005258595156592049	-5.879901939139347	4.048294287151846	0.4975004999083483	NA
Firmicutes_bacterium_CAG_534	risk_group	hts-msm	0.24936830640659202	0.35001577123675015	0.3730496571844571	0.5153973021235332	-2.9428481359780356	-3.1562899764561383	-2.7848545156300606	0.36549181854165624	4.937215210613392	0.06174512816594236	-3.5584324601049087	5.3160604282787185	0.46610677875772466	NA
Firmicutes_bacterium_CAG_791	risk_group	hts-msm	1.549135940655952e-8	3.227443736437406e-7	2.3585464014349017e-5	2.0442684631711593e-4	-1.455649377993689	-2.643251264774854	0.3829404613055445	3.9968781074512876	14.307979284665297	0.3926061790318474	-3.039743653988777	8.984499363843264	0.3192000006933219	NA
Firmicutes_bacterium_CAG_83	risk_group	hts-msm	0.0015044428974415275	0.006308152390488422	0.0018823945455350008	0.010256234017107879	10.921088855001242	10.047738216056313	11.607539807368191	1.6481222313760409	13.09532763683961	0.1448424151391288	-4.455520129185428	8.105779340329118	0.3849230158018042	NA
Firmicutes_bacterium_CAG_94	risk_group	hts-msm	5.468370410356566e-4	0.0024915974584692776	0.01118223103471161	0.038413207466065843	-2.1965694976566077	-1.4535511672044343	-2.6044777376646753	-1.8561546779405962	9.894121678743156	-0.18012642135439294	-7.28090973714906	3.2893119842634655	0.3904000003837728	NA
Firmicutes_bacterium_CAG_95	risk_group	hts-msm	1.2012657526677533e-4	7.072727632076506e-4	0.0013401536153178077	0.006665275910422332	-1.7610858308137853	-2.6240911993127263	-0.8668551368274535	2.283932822031618	10.676083069773231	0.2259540217053866	-3.101322663611221	6.173618424966934	0.36912617523319263	NA
Acidaminococcus_fermentans	risk_group	hts-msm	0.2575656234921059	0.386023316716484	0.3356545278441437	0.4884493295485817	-2.520762420360237	-2.7716574156456577	-2.325135314908337	0.4967587415440651	7.456951067706431	0.051971287806045145	-5.033296479689126	6.545758379481274	0.45740000014303817	NA
Acidaminococcus_intestini	risk_group	hts-msm	0.024411981382697248	0.06376330428558143	0.09606396205647749	0.21469205732744578	-1.9188824126122803	-1.3956605938878006	-2.2029241725004542	-1.2951108640247	15.33140147970326	-0.09517891147952157	-7.581417202817137	5.087281893114262	0.424715057245271	NA
Phascolarctobacterium_faecium	risk_group	hts-msm	0.00998449035498466	0.029649408340010976	0.06928567840988725	0.15758946195010268	-2.2504834694337497	-1.7354089832485116	-2.535611413064048	-1.0956307156386131	9.51359605412751	-0.11763287353498161	-6.957948297480887	4.0185556444706565	0.4209158171069025	NA
Phascolarctobacterium_sp_CAG_266	risk_group	hts-msm	0.2109434005272107	0.30984812574061865	0.4570376649928134	0.6152505080804537	-2.8545356672130797	-2.810991810428213	-2.8874464076257986	-0.29258027738282344	5.125169689412131	-0.043441098141202866	-5.928821316144691	3.965401477250798	0.4711057789408295	NA
Phascolarctobacterium_succinatutens	risk_group	hts-msm	5.0175639089439574e-11	1.9776881690133972e-9	1.7145462083678677e-8	5.487052480664223e-7	10.868024902500117	-1.8784378117697358	14.564444211088004	10.836924803281557	16.629656772547513	0.6990650303311412	-3.418296418232582	11.76564446328725	0.2805438921274625	NA
Megamonas_funiformis	risk_group	hts-msm	0.3844228688794212	0.5070107740791402	0.5393633147719636	0.6887022504770813	-2.76594151534462	-2.776759704109775	-2.758322803188614	-0.061143912603009554	5.68895442253862	-0.009898294534409026	-5.563509890201446	4.458590736896788	0.49360000002133736	NA
Megamonas_hypermegale	risk_group	hts-msm	0.282171452766134	0.3964469045250397	0.44773297474158913	0.6041894192862215	-2.7807991217851207	-2.7187794250999175	-2.8262404471939266	-0.27001854905007683	5.796945578145383	-0.03643471913399973	-5.472305193447156	4.222288868216562	0.47290541900676203	NA
Mitsuokella_jalaludinii	risk_group	hts-msm	6.013912613154094e-7	7.854133931995954e-6	2.1186988225205172e-5	2.0157518459953825e-4	-1.1678475257308136	-2.5131870508879164	2.155378433544227	4.191241074584736	11.940961602736795	0.4200321472372279	-2.8466271085201704	7.090810781988383	0.3243351336411412	NA
Mitsuokella_multacida	risk_group	hts-msm	2.555607163002049e-5	1.986888749026633e-4	3.681381285180894e-4	0.0022902608830810897	-1.459674868739695	-2.452460650745186	-0.1778516761119011	2.7665171183872435	10.652946404659144	0.29075823524190075	-3.009412842423571	6.391291986283678	0.35932813488213444	NA
Allisonella_histaminiformans	risk_group	hts-msm	0.0016164383427938118	0.006125479460348526	0.0030874337323667377	0.01374563220478398	-0.9484880707740739	-1.9781752332288143	0.8191264453874165	2.4205310924507764	10.370412786644938	0.2612618109666385	-3.371157367771373	5.900612702156834	0.3748000004452507	NA
Dialister_invisus	risk_group	hts-msm	0.3016180105693763	0.42719691967465334	0.4928666624115989	0.6433103788006937	-2.6572736654169518	-2.58451205520384	-2.7040242049349175	-0.3191633876709652	6.546475495482216	-0.03985969482423396	-5.380005149288026	4.416528860913836	0.4731053790140881	NA
Dialister_sp_CAG_357	risk_group	hts-msm	0.32995979588259006	0.44245818827681194	0.5067455916176091	0.6635309328958557	-2.9263615337261104	-2.9536031049791998	-2.9070281808952654	-0.014175240906551423	4.9043839264233355	-0.001854534876672991	-5.655552115476921	4.121797178469742	0.4988000000039999	NA
Megasphaera_elsdenii	risk_group	hts-msm	1.869318952124662e-7	2.82206759282381e-6	3.2816486243844666e-5	2.8174145505582376e-4	-1.2796961028420473	-2.555181245384892	0.9829321379279765	3.9294455649701536	13.495033412836772	0.37985121049628656	-3.118527561315759	8.79713913277791	0.33420000062094496	NA
Megasphaera_micronuciformis	risk_group	hts-msm	0.6099519754923749	0.7107041386588734	0.5071864379908058	0.6599361973715984	-2.9461662641593573	-3.0690905544708205	-2.8550570582051495	0.2043359591032683	4.802467114040482	0.02964860185912719	-4.708605079032482	4.925481739718199	0.4809038192998741	NA
Veillonella_atypica	risk_group	hts-msm	0.37717819212585796	0.508286346864039	0.4063052494528854	0.5675591325801579	-2.531525452876748	-2.747936140231202	-2.3570015759376606	0.3260565667380835	7.653108103338081	0.03627674513428294	-4.5820799580972915	5.445325980381314	0.4748000000842141	NA
Veillonella_dispar	risk_group	hts-msm	0.6468118301505482	0.7427575789919113	0.5645835731030725	0.699266717199754	-2.5046771301091137	-2.645780661081101	-2.398353689672591	0.20225827770033966	7.875174141242676	0.02292634694240788	-5.27705044077498	5.623784229570546	0.4838000000540568	NA
Veillonella_infantium	risk_group	hts-msm	0.6463950236792954	0.7416431298072661	0.5594230670097429	0.7155688954502022	-2.6829305618199744	-2.7132677092368613	-2.6568906386617073	0.00489592847820397	6.580308714940687	8.64192399535068e-4	-4.656425326460393	4.686197536046083	0.4993001399743372	NA
Veillonella_parvula	risk_group	hts-msm	0.5860639743193781	0.6995643060165889	0.623948511708438	0.7651663405599259	-2.2963581830036297	-2.3957647873926007	-2.225237733957771	0.04593661269853655	10.66005200406124	0.0039139274961038275	-5.959242106152192	5.1391491125697994	0.49680000001066693	NA
Veillonella_rogosae	risk_group	hts-msm	0.4418477347167604	0.5509557333222952	0.4674483889732013	0.6147076706267746	-2.9381854654904203	-3.074541434552568	-2.826502489703982	0.3041657913433937	4.866474108683695	0.056709101089937874	-3.9024831220519545	4.644259894539769	0.4733053390214142	NA
